User,John Wick,Wild Robot,American Gangster,Zero Dark Thirty,Wicked,User Average
Mills,0.8164965809277267,0.0,-0.4999999999999999,0.9622504486493763,-1.1197705168304324,0.03179530254933414
Chris,-1.2247448713915883,,0.7500000000000001,,1.4251624759660053,0.3168058681914724
Angel,0.8164965809277267,1.414213562373095,0.7500000000000001,0.9622504486493763,-1.1197705168304324,0.5646380150239532
Isaiah,-1.2247448713915883,-1.414213562373095,-1.7499999999999998,-1.3471506281091268,0.1526959795677864,-1.1166826164612047
Macho,0.8164965809277267,0.0,0.7500000000000001,-0.5773502691896257,0.6616825781270744,0.3301657779730351
